dataset,variant,trait,target,n_pairs_dropped,dfbeta_sem,dfbeta_vis,beta_sem_full,beta_vis_full,z_sem,z_vis
us,midpoint,practical,21,12354,0.0009916465625883913,0.0009899345673747284,0.02818696979166528,-0.03863187877488006,0.2962583654014605,0.36046611049626287
us,midpoint,practical,22,12361,0.0029769253197762593,-0.004643962087886325,0.02818696979166528,-0.03863187877488006,0.9043483483973107,-1.5970278635644617
us,midpoint,practical,23,7788,0.0004916555357411811,0.0001706270879703528,0.02818696979166528,-0.03863187877488006,0.14311134062582279,0.07579822395643904
us,midpoint,practical,24,12854,0.0032218472192361847,-0.0038636519417446155,0.02818696979166528,-0.03863187877488006,0.979367815128956,-1.3259095768020537
us,midpoint,practical,25,11891,0.000516440882678236,5.4481227625892414e-05,0.02818696979166528,-0.03863187877488006,0.150703081152402,0.03544341526038833
us,midpoint,practical,26,11967,-0.0029084632572855783,0.0004285094619140492,0.02818696979166528,-0.03863187877488006,-0.8983435037126222,0.16539929829277145
us,midpoint,practical,27,9187,0.00047284128517231447,-0.007216704852765647,0.02818696979166528,-0.03863187877488006,0.13734854420890674,-2.4909257760078427
us,midpoint,practical,28,11826,0.002789526354262349,-0.0015056642652973365,0.02818696979166528,-0.03863187877488006,0.8469481302464801,-0.5066281895148523
us,midpoint,practical,29,7293,-0.0036030498272584394,0.0005425644667366378,0.02818696979166528,-0.03863187877488006,-1.111095055097894,0.20502764050653877
us,midpoint,practical,30,11011,0.0021095709095631555,0.0012624700792307209,0.02818696979166528,-0.03863187877488006,0.6386780858972668,0.4551584087082791
us,midpoint,practical,31,11677,-0.0007867419553456434,0.00234164660869033,0.02818696979166528,-0.03863187877488006,-0.24846123113638072,0.8301176389938171
us,midpoint,practical,32,12782,-0.0033748649014369164,0.002075119642690741,0.02818696979166528,-0.03863187877488006,-1.0412021158014158,0.7375130063934506
us,midpoint,practical,33,12825,0.0005074342625212419,0.0013811674041835573,0.02818696979166528,-0.03863187877488006,0.14794435748284815,0.4963997222342083
us,midpoint,practical,34,12573,-0.00027641400788108034,0.0015527996763409074,0.02818696979166528,-0.03863187877488006,-0.09214801226347712,0.5560332510439049
us,midpoint,practical,35,12431,0.002725631608760652,0.0025596796612214895,0.02818696979166528,-0.03863187877488006,0.8273771986757987,0.9058730907870722
